方剂名称,方剂药物组成,主治,功效,日期,时间,备注：表格中不可出现合并单元格，不可出现特殊字符，否则将导致数据表无法正常展示。数据请填写在有相应列名的下方，无列名的区域内的数据将无法入库。时间格式填写时请选择正确的单元格格式：日期，具体时间格式请按照XXXX/XX/XX XX:XX书写，否则将无法入库。（为保障您上传的数据顺利入库，请选择2007及以上版本的office软件操作）
养阴消毒汤,当归2钱，生地黄1钱，川芎1钱，半夏5分（不可多用），陈皮8分，茯苓8分，甘草（炙）5分，瓜蒌仁（去油）8分，桔梗8分。,麻后咳嗽，积热遗于肺，而郁热成痰癖者。,,2021/5/19,2021/5/19 15:00,
降气和络饮,栝楼皮3钱，甜杏仁3钱，紫菀3钱，川贝3钱，枇杷叶（去毛筋净）1两，苏丹参3钱，牛淮牛膝3钱，参三七汁4匙，广郁金汁四匙，生藕汁两瓤（和匀同冲）。,远行负重，劳伤失血，气逆于上，胸胁闷痛，甚则呼吸亦痛，咳嗽带红。,轻降辛润。,2021/5/19,2021/5/19 15:00,
保活丸,猪苓5钱，泽泻5钱，白术5钱，茯苓5钱，山楂5钱，香附5钱，陈皮5钱，青皮5钱，益智5钱，草果仁5钱，小茴香5钱，神曲5钱，桂皮4钱，木香4钱，藿香4钱，甘松4钱。,呕吐泄泻，腹痛。,温中益气。,2021/5/19,2021/5/19 15:00,
前胡散,前胡半两（去芦头），贝母1分（煨令黄），白术1分，桑根白皮1分（锉），人参1分（去芦头），陈橘皮半分（汤浸，去白瓤，焙）。,小儿痰实，心胸不利，多欲呕吐。,,2021/5/19,2021/5/19 15:00,
养脾丸,苍术（米泔浸，去黑皮，焙）5钱，神曲（炒）3钱，陈皮5钱，青皮1钱，枳壳2钱，砂仁2钱，厚朴（炒）3钱，苡仁2钱，麦芽2钱（炒），粉草1钱，白术3钱，草果2钱。,小儿脾胃虚弱，不思饮食，伤食脾积，面色痿黄，呕吐泄泻，腹痛膨胀。,,2021/5/19,2021/5/19 15:00,
养真丹,四物汤加羌活、天麻各等分。,肝虚，为四气所袭，手足顽麻，脚膝无力，及瘫痪痰涎，半身不遂，言语謇涩，头目昏眩，营气凝滞，遍身疼痛；兼治产后中风，坠堕瘀血。,,2021/5/19,2021/5/19 15:00,
养胃汤,厚朴1两，苍术1两，半夏1两，茯苓半两，人参半两，草果半两，藿香半两，橘红3分，甘草1分。,外感风寒，内伤生冷，憎寒壮热，头目昏疼，肢体拘急，不间风寒二证，及内外之殊。兼能治四时瘟疫。妊娠疟疾，寒多热少，或但寒不热，头痛恶心，身痛，面色青白，脉弦迟。,温中解表，兼能辟山岚瘴气。,2021/5/19,2021/5/19 15:00,
养胃汤,厚朴（姜制炒）1两，藿香（去梗）1两，半夏（汤洗7次）1两，茯苓1两，人参3分，甘草（炙）3分，附子（炮，去皮脐）3分，橘皮3分，草果（去皮）半两，白术半两。,外感寒邪，内伤生冷，脾胃虚寒，腹痛肠鸣，或呕哕不食，或寒湿肢体疼痛，或疟邪发作多吐者。,温胃消痰，进食下气，辟寒疫。,2021/5/19,2021/5/19 15:00,
降火导痰汤,芩、连、瓜蒌、海石。,火逆咳嗽。,,2021/5/19,2021/5/19 15:00,
钓藤膏,钓藤（和钩）5钱，玄胡索5钱，当归（酒洗）5钱，粉草（炙）5钱，乳香5钱，肉桂（去粗皮）2钱，麝香1字。,百日内婴儿面青腹痛，夜啼；以及周岁以上婴儿盘肠内吊，诸疝气疾。,,2021/5/19,2021/5/19 15:00,
保生大佛手汤,当归1两5钱，川芎1两，杜仲1两，甘草5钱，香附5钱，阿胶5钱（溶化入），熟艾5钱。,妇人怀孕，或从高坠下，致伤胎气，腹痛见血；或举重用力，便有筑磕伤胎之患，以致胎动下血不止，或胎死腹中。,大补气血，行气止痛。,2021/5/19,2021/5/19 15:00,
保真饮,辽五味1钱，当归1钱，白术1钱，酸枣仁1钱，紫河车1钱，石斛1钱，玄参1钱，沙参1钱，紫菀2钱，山栀（炒黑）2钱，人参3钱。,劳思虚损，妄泄真元，阴虚火动，痰喘气息，咳嗽吐血。,,2021/5/19,2021/5/19 15:00,
保真神应丸,辽五味（拣净）1斤，杜仲（姜汁炒）2两，阿胶2两，白术2两，贝母4两，白茯苓4两，花椒目4两，荷叶（煅灰存性）4两，怀生地4两（用柏子仁3钱、砂仁3钱，绢袋盛，加生地同煮，拣去柏子仁、砂仁）。,男女吐血，咳嗽气喘，痰涎壅盛，骨蒸潮热，面色萎黄，日晡面炽，睡卧不宁者。,,2021/5/19,2021/5/19 15:00,
青蒿丸,青蒿（锉）4两，甘草（锉）1两，桃仁2两，杏仁（去皮尖双仁）2两（以上用童便5升，瓷瓶盛入药于内，砖支其底，以糠头火烧1夜取出，桃、杏仁别研如泥，别入），芍药1分，知母1分，天灵盖（炙）1分，车前子1分，紫菀（去土）1分，葳蕤1分，当归（切，焙）1分，枳壳（去瓤，麸炒）1分，生地黄（焙）1分，槟榔（锉）1分，黄连（去须）1分，秦艽（去苗土）1分，京三棱（煨，锉）1分，柴胡（去苗）1分，续断1分，獭肝（炙）半两，麝香、犀角（生用，屑）1两。,童子室女骨蒸热成痨，不思饮食，食即无味，身体苦疼；阳热传盛，面色多赤。及腹中有块，痃癖，恶寒头痛，面黄色，毛发焦枯。,,2021/5/19,2021/5/19 15:00,
青蒿丸,青蒿1两半，天门冬1两（去心，焙），柴胡1两（去心），地骨皮1两，旋覆花1两，紫菀花1两（洗去苗土），贝母1两，人参1两（去芦头），杏仁1两半（汤浸，去皮尖双仁，麸炒微黄），秦艽1两（去芦头），龙胆半两，天灵盖1两半（涂酥炙令赤），鳖甲1两半（涂酥炙令黄，去裙襕），葳蕤1两，黄耆1两（锉），川大黄1两（锉碎，微炒），枳亮1两（麸炒微黄，去瓤），甘草3分（炙微赤，锉），朱砂1两（细研，水飞过），麝香半两（细研）。,妇人热劳，咳嗽，肌体消瘦，心膈烦热，夜多盗汗，四肢痠痛，食少无力。,,2021/5/19,2021/5/19 15:00,
养胃健脾丸,人参2两，神曲（炒焦）2两，白术2两，山楂肉（炒焦）2两，莲肉2两，茯苓2两，陈皮1两，甘草（炙）1两，法半夏1两，麦芽（炒焦）1两，枳实1两，广木香1两，泽泻1两，豆蔻5钱。,脾胃虚弱，饮食恶心，胸膈饱闷，食不消化，大便泄泻，四肢无力，饮食不甘。及多酒伤脾，或作呕吐吞酸，口舌苦干，一切脾胃等证。,,2021/5/19,2021/5/19 15:00,
养胃散,丁香、藿香叶（去土）、陈橘皮（去白）、白豆蔻仁、缩砂仁各等分。,小儿呕吐。,养胃气，快胸膈，定哕逆，止呕吐，美进饮食。,2021/5/19,2021/5/19 15:00,
养心四物汤,力参1.5g，炙甘草3g，石菖蒲3g，远志6g，当归12g，熟地9g，酒白芍6g，川芎1.5g，,视瞻昏渺，神光内沉，兼有心悸心烦，健忘失眠，脉细弱等。,补心安神，益目生光。,2021/5/19,2021/5/19 15:00,
养中饮,人参、白术、干姜、甘草、白扁豆、当归、阿胶、艾叶。,妊娠吐血。若因内伤气上逆者，其始胸背疼痛，或咳嗽连声不止。,,2021/5/19,2021/5/19 15:00,
养阴驱邪汤,全当归8钱（酒炒），川芎3钱，紫苏1钱5分，淡豆豉3钱，炮姜1钱5分，枳壳1钱5分，砂仁3钱（研），炙甘草3分。,产后受瘟疫，头痛恶寒发烧。,,2021/5/19,2021/5/19 15:00,
养气丹,禹余粮石（火炼7次，醉淬7次，为末）半斤，紫石英（火煅1次）半斤，赤石脂（火煅1次）半斤，代赭石（火煅7次，醉淬7次，为未）1斤，磁石（火煅10次，醋淬10次）半斤，上五石各贮之，各为细末，又以水研之。挹其清者，置之纸上，纸用筲箕盛，欲使细末在纸上，而水滴在下，挹尽而上。既干，各用藏瓶盛贮，以盐水纸筋和泥固济，阴干；以好硬炭50斤，分，为5处，每1处用炭10斤，烧红作1炉子，煅此五药，以纸灰盖之；两日后，火尽灰冷，则再煅，如此3次，埋地坑内两日，出火毒，再研，入后药：附子（炮，去皮脐）2两，肉苁蓉（净洗，酒浸1宿，焙干）1两半，当归（酒浸1宿，焙干）1两，茴香（炒）1两，破故纸（酒炒香熟）1两，木香（不见火）1两，肉桂（去粗皮）1两，巴戟（盐汤浸，打，去心）1两，肉豆蔻（面裹；煨）1两，丁香1两，山药1两，鹿茸（酥炙）1两，白茯苓（去皮）1两，沉香1两，远志（去心）1两，已上各如法修制，同研为末，却入：乳香（别研）1两，五灵脂（去砂，别研）1两，没药（去砂石，研）1两，已上3味入众药同研，却入：朱砂（或煅或蒸）1两，阳起石（略煅，或只用酒煮）1两，钟乳粉1两，已上3味别研，临时入。,诸虚百损，脾元耗惫，真阳不固，三焦不和，上实下虚，中脘痰饮上攻，头目昏眩，八风五痹；或卒暴中风，痰潮上膈，言语謇涩，神昏气乱，状若瘫痪；及奔豚肾气，上冲胸腹连两胁，膨胀刺痛不可忍者；阴阳上下，气不升降，饮食不进，面无精光，肢体浮肿，五种水气，脚气上冲，腰背倦痛，夜梦鬼交，觉来盗汗，胃冷心痛，小便滑数，牵引小腹，足膝缓弱，步履艰难；妇人血海久冷，赤白带下，岁久无子，及阴毒伤寒，面青舌卷，阴缩难言，四肢厥冷，不省人事者；或触冒寒邪，霍乱吐泻，手足逆冷，六脉沉伏，唇口青黑，腹胁攻制；及男子阳事痿怯，脚膝痠疼，腹济虚鸣，大便自滑；兼疗膈胃烦壅，痰饮虚鸣，百药不愈者。,助养真气，生阳逐阴，温平不僭，消磨冷滞，克化饮食，使五脏安宁，六腑调畅，百病不侵。固滑脱，镇虚逆，复阳助阴。,2021/5/19,2021/5/19 15:00,
养气汤,干姜（炮）2两，甘草（炙）2两，白檀香（锉）1两半，丁香1两半，丁皮1两，胡椒2钱，盐2两半，人参2钱，白芷1钱。,冷气上攻心腹，胁肋胀满刺痛，口苦无味，噫气吞酸，痰逆呕吐，胸膈痞闷，不思饮食；或发霍乱，五膈五噎，一切气疾。,温暖脾胃，进美饮食。,2021/5/19,2021/5/19 15:00,
养神丸,阿片（极品）1钱，麝香2分，酸枣仁3钱，甘草3分。,不寝，咳嗽，诸般疼痛，及眼目赤痛，难眠等。,,2021/5/19,2021/5/19 15:00,
养肺丸,人参（去芦头，取净）1两，官桂（去粗皮）1两，甘草（炒）1两，五味子1两，干姜（炒）1两，紫苑（去土取净）1两，细辛（去苗叶土）1两。,风冷咳嗽，上气喘急，语声不出，喉中似噎。,,2021/5/19,2021/5/19 15:00,
养肺丸,粟壳1两5钱，五味子2两5钱，姜半夏2钱，广陈皮2钱5分，生石膏2钱，广木香2钱，糖瓜蒌2钱5分，麻黄2钱5分，酒黄芩2钱，冬花、粉甘草2钱5分，百合3钱。,咳嗽，肺气不清。,,2021/5/19,2021/5/19 15:00,
养肺止嗽丸,辽沙参1两，姜半夏1两，陈皮1两，大熟地3两，川厚朴1两，知母2两，辽五味1两，白茯苓1两5钱，炙冬花1两，炙枇杷2两，生百合3两，川贝母1两，地骨皮1两，麦冬1两。,气血双亏，发热自汗，肺气喘急，咳嗽痰涎。,,2021/5/19,2021/5/19 15:00,
养中汤,半夏曲（炙）8钱，甘草（爁）半两，肉桂（去粗皮）半两，罂粟壳（去蒂盖，蜜炙）2两半。,肺胃受寒，咳嗽多痰，胸满短气，语声不出，昼夜不止，饮食减少。,,2021/5/19,2021/5/19 15:00,
保喉片,连翘20两，甘草30两，麦门冬10两，党参20两，百部1钱，元参20两，乌梅20两，黄耆10两，云故纸20两，诃子肉10两，僵蚕10两，桔梗20两，天花粉10两，蟾酥2钱5分，冰片5钱，薄荷油1两，薄荷脑3钱，白糖190两。,阴虚肺热，咽痛喉炎，声音嘶哑，咽干咳嗽。,生津止咳，润肺利咽，滋阴消炎。,2021/5/19,2021/5/19 15:00,
保婴百中膏,沥青2斤半，威灵仙1两，蓖麻子120枚（去壳，研），黄蜡2两，乳香1两（另研），没药1两（另研），真麻油（夏）2两（春秋3两，冬4两），木鳖子（去壳）28斤（切碎，研）。,小儿疳癖泻痢，咳嗽，不肯服药；及治跌扑伤损，手足肩背，并寒湿脚气，疼痛不可忍者。,,2021/5/19,2021/5/19 15:00,
保婴至宝锭子,留白广陈皮1两（炒），莱菔子（拣红润者，洗净，晒干）1两（炒），蓬术1两（炒），三棱1两（炒黄），麦芽（炒熟，另磨净末）1两，厚朴1两（姜汁炒），苍术1两（炒深黄），香附子1两（炒），草豆蔻（拣粗绽者）1两（炒），鹅眼枳实（取新切而紧小者）1两（炒），山楂肉1两5钱，神曲2两（打糊为锭）。,婴孩风痰发热，惊疳吐泻积滞。,,2021/5/19,2021/5/19 15:00,
保婴育生丸,银花5钱，连翘5钱，橘红5钱，贝母5钱，僵蚕（炒）3钱，竺黄3钱，天麻3钱，法半夏3钱，防风3钱，胆星3钱，钩藤3钱，焦三仙1两，黄芩4钱，甘草5钱，芥穗2钱，薄荷2钱，活蝎子12个，桑叶5钱（上除活蝎外，为末。），雄黄5钱，琥珀4钱，冰片2钱，麝香1钱。,小儿外感风寒，停食发烧，咳嗽痰盛，急热惊风。,清热退烧，化痰消滞。,2021/5/19,2021/5/19 15:00,
前胡丸,前胡半两（去芦头），赤芍药半两，桔梗半两（去芦头），赤茯苓半两，鳖甲1两（涂醋炙令黄，去裙襕），枳壳半两（麸炒微黄，去瓤），川大黄半两（锉碎，微炒），郁李仁半两（汤浸，去皮，微炒），当归半两（锉，微炒）。,小儿癖气腹痛。,,2021/5/19,2021/5/19 15:00,
保精汤,当归（酒洗）、川芎、白芍（酒炒）、生地（姜汁炒）、黄柏（酒炒）、知母（蜜炒）、黄连（姜汁炒）、栀子（童便炒）、沙参、麦门冬（去心）、干姜（炒黑减半）、牡蛎（火煅）、山茱萸（酒蒸去核）各等分。,阴虚火动，夜梦遗精，虚劳发热。,,2021/5/19,2021/5/19 15:00,
养血固本汤,当归2钱，淮耆2钱，山药2钱，人参5分，白术1钱5分，茯苓1钱5分，枸杞1钱5分，川芎1钱5分，厚朴1钱5分，熟地1钱5分，陈皮1钱，甘草3分。,积疾年久，骨瘦如柴，发肌焦枯，脉大洪弦，腹痛不休，饮食减少。,,2021/5/19,2021/5/19 15:00,
养血固胎丸,生黄耆2两，当归2两，川芎8钱，黄芩3两，广砂仁1两5钱，菟丝饼2两，炙甘草8钱，川贝母1两5钱，炙鱼鳔1两，益母草4两，白芍2两，熟地2两，贡白术2两，川续断1两，艾炭1两5钱，西洋参9钱，川杜仲1两5钱。,气亏血弱，腰部疼痛，经患流产，胎动不安，孕期腹痛。,养血安胎。,2021/5/19,2021/5/19 15:00,
养脾丸,钟乳粉、人参（去芦）、白茯苓（去皮）、附子（炮，去皮脐）、吴茱萸（汤泡7次，炒）、细辛、南木香（不见火）、枳实（麸炒）、肉豆蔻（面裹煨）、青皮（去瓤）、金钗石斛、白术（麸炒）、干姜（炮洗）、麦糵（炒）、神曲（炒）、丁香（不见火）、川椒（去目，并合口者，炒出汗）、陈皮（去白）、益智仁、缩砂仁、诃子肉、槟榔、肉桂（去皮，不见火）、厚朴（去粗皮，锉，姜制，炒）各等分。,脾胃虚弱，胸膈痞闷，心腹痛，四肢少力，腹胀肠鸣，饮食不化。,,2021/5/19,2021/5/19 15:00,
养脾丸,缩砂（连壳用）半斤，干姜（炮，洗）半斤，麦糵（炒）5两，白术（炒）5两，藿香叶（去土）5两，人参（去芦）5两，白扁豆5两，厚朴（去粗皮，锉，姜制，炒）5两，橘红5两，白茯苓（去皮）5两，神曲（炒）5两，丁香5两（不见火），甘草7两（炙）。,脾胃虚弱，胸膈痞闷，心腹痛，四肢少力，腹胀肠鸣，饮食不化。,,2021/5/19,2021/5/19 15:00,
降气汤,紫苏叶（去梗）4两，厚朴（去粗皮，姜汁制）3两，肉桂（去粗皮，不见火）3两，半夏（汤洗7次去滑）3两，川当归（去芦）3两，前胡（去芦，洗）3两，甘草（爁）3两，陈皮（去白）3两半。,中脘不快，心腹胀满，阴阳壅滞，气不升降，胸膈噎塞，喘促短气，干哕烦满，咳嗽痰涎，口中无味，嗜卧减食，宿寒留饮，停积不消，胁下支结，常觉妨闷。并治脚气上冲，心腹坚满，肢体浮肿，有妨饮食。,常服消痰饮，散滞气，进饮食。,2021/5/19,2021/5/19 15:00,
南星皂角白梅散,南星7片，皂角14枚（半生半煨），白梅1个，生姜3片，茶芽1撮，葱白2寸。,风痰头痛。,,2021/5/19,2021/5/19 15:00,
前胡汤,前胡（去芦头）1两，半夏（汤洗7遍去滑，生姜汁炙，切，焙）1两，玄参（坚者）1两，旋覆花1两，甘草（炙，锉）1两，桂（去粗皮）1两，黄芩（去黑心）1两，桔梗（锉，炒）1两，生干地黄（焙）1两。,初得伤寒，头痛壮热。,,2021/5/19,2021/5/19 15:00,
前胡汤,前胡（去芦头）1两，桂（去粗皮）1两，玄参1两，射干1两，款冬花1两，马兜铃1两，杏仁（去皮尖双仁，炒，研）1两，贝母（去心）1两，甘草（炙，锉）1两，麻黄（去根节）1两半，旋覆花1两半。,肺脏感寒，咳嗽不止，兼头痛不可忍。,,2021/5/19,2021/5/19 15:00,
养血助胃丸,当归（酒洗）1两，川芎1两，白芍（盐酒炒）1两2钱，熟地黄（姜汁浸，炒）8钱，人参5钱，白术（土炒）1两3钱，白茯苓6钱，甘草（炙）3钱，山药（炒）1两，莲肉（去皮心）1两，扁豆（姜汁炒）6钱。,呕吐翻胃，愈后用。,养元气，健脾胃，生血脉，调营卫，清郁气。,2021/5/19,2021/5/19 15:00,
养血安神丸,仙鹤草100斤，墨旱莲60斤，夜交藤60斤，合欢皮60斤，鸡血藤60斤，生地黄60斤，熟地黄60斤。,心血不足，精神倦怠，失眠健忘，睡眠多梦，肾虚腰痠，头晕乏力。,益气养血，宁心安神。,2021/5/19,2021/5/19 15:00,
